genre,video_link,artist,song
hip-hop,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,3 Simple Minutes
hip-hop,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Lost Sense
hip-hop,https://www.youtube.com/watch?v=HyHNuVaZJ-k,Gorillaz,Feel Good Inc.
hip-hop,https://www.youtube.com/watch?v=iEe_eraFWWs,Black Eyed Peas,My Humps
hip-hop,https://www.youtube.com/watch?v=5qm8PH4xAss,50 Cent,In Da Club
hip-hop,https://www.youtube.com/watch?v=PWgvGjAhvIw,OutKast,Hey Ya!
hip-hop,https://www.youtube.com/watch?v=XhzpxjuwZy0,House of Pain,Jump Around
hip-hop,https://www.youtube.com/watch?v=ZaI2IlHwmgQ,Black Eyed Peas,Pump It
hip-hop,https://www.youtube.com/watch?v=z5rRZdiu1UE,Beastie Boys,Sabotage
hip-hop,https://www.youtube.com/watch?v=MYxAiK6VnXw,OutKast,Ms. Jackson
hip-hop,https://www.youtube.com/watch?v=APW_PueCbds,Juzhin,Wonderful
hip-hop,https://www.youtube.com/watch?v=U5rLz5AZBIA,Timbaland,The Way I Are
hip-hop,https://www.youtube.com/watch?v=aIXyKmElvv8,Fugees,Ready or Not
hip-hop,https://www.youtube.com/watch?v=HZwMX6T5Jhk,Kanye West,Love Lockdown
hip-hop,https://www.youtube.com/watch?v=RijB8wnJCN0,Cypress Hill,Insane in the Brain
hip-hop,https://www.youtube.com/watch?v=hVkBlsgthLg,Lupe Fiasco,Superstar
hip-hop,https://www.youtube.com/watch?v=2IH8tNQAzSs,Lil' Wayne,Lollipop
hip-hop,,Juzhin,Flunk-Down (Juzhin Remix)
hip-hop,https://www.youtube.com/watch?v=MYF7H_fpc-g,Kanye West,Jesus Walks
hip-hop,https://www.youtube.com/watch?v=0YdLT0rL6L4,JAY-Z,99 Problems
hip-hop,,Notorious B.I.G.,Juicy
hip-hop,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Squat
hip-hop,https://www.youtube.com/watch?v=h4UqMyldS7Q,Ice Cube,It Was A Good Day
hip-hop,https://www.youtube.com/watch?v=8ppz-cwLeqo,Fugees,Killing Me Softly
hip-hop,https://www.youtube.com/watch?v=P4Bda6_usuc,Black Eyed Peas,Don't Phunk with My Heart
hip-hop,https://www.youtube.com/watch?v=_CL6n0FJZpk,Dr. Dre,Still D.R.E.
hip-hop,,Notorious B.I.G.,Hypnotize
hip-hop,https://www.youtube.com/watch?v=fPO76Jlnz6c,Coolio,Gangsta's Paradise
hip-hop,https://www.youtube.com/watch?v=Gl83mI69nX4,Lupe Fiasco,"Kick, Push"
hip-hop,https://www.youtube.com/watch?v=eJO5HU_7_1w,Eminem,The Real Slim Shady
hip-hop,https://www.youtube.com/watch?v=otCpCn0l4Wo,MC Hammer,U Can't Touch This
hip-hop,https://www.youtube.com/watch?v=KbjaLGsOHaE,Drake,Best I Ever Had
hip-hop,https://www.youtube.com/watch?v=YVkUvmDQ3HY,Eminem,Without Me
hip-hop,https://www.youtube.com/watch?v=Co0tTeuUVhU,Kanye West,Heartless
hip-hop,https://www.youtube.com/watch?v=PBwAxmrE194,Wu-Tang Clan,C.R.E.A.M.
hip-hop,https://www.youtube.com/watch?v=I7HahVwYpwo,Black Eyed Peas,Meet Me Halfway
hip-hop,https://www.youtube.com/watch?v=WpYeekQkAdc,Black Eyed Peas,Where Is the Love
hip-hop,https://www.youtube.com/watch?v=gOMhN-hfMtY,Eminem,Stan
hip-hop,https://www.youtube.com/watch?v=D4hAVemuQXY,Eminem,Sing for the Moment
hip-hop,https://www.youtube.com/watch?v=4m48GqaOz90,Black Eyed Peas,Boom Boom Pow
hip-hop,https://www.youtube.com/watch?v=KRzMtlZjXpU,Black Eyed Peas,Shut Up
hip-hop,https://www.youtube.com/watch?v=eBShN8qT4lk,Beastie Boys,Fight for Your Right
hip-hop,https://www.youtube.com/watch?v=a-mAK3uB2_0,The Pharcyde,Passing Me By
hip-hop,https://www.youtube.com/watch?v=Qt7f7s0DvR0,Juzhin,Mindsteallers
hip-hop,https://www.youtube.com/watch?v=S9bCLPwzSC0,Eminem,Mockingbird
hip-hop,https://www.youtube.com/watch?v=hI8A14Qcv68,Nas,N.Y. State of Mind
hip-hop,https://www.youtube.com/watch?v=WbJNkH-pDd8,Black Eyed Peas,Don't Lie
hip-hop,https://www.youtube.com/watch?v=O3pyCGnZzYA,A Tribe Called Quest,Can I Kick It?
hip-hop,https://www.youtube.com/watch?v=E58qLXBfLrs,Kanye West,Can't Tell Me Nothing
hip-hop,https://www.youtube.com/watch?v=T6QKqFPRZSA,Lauryn Hill,Doo Wop (That Thing)
hip-hop,,Notorious B.I.G.,Big Poppa
hip-hop,https://www.youtube.com/watch?v=e5PnuIRnJW8,Nas,The World Is Yours
hip-hop,https://www.youtube.com/watch?v=dFKjzxWITWw,Jay-Z and Linkin Park,Numb/Encore
hip-hop,https://www.youtube.com/watch?v=MPlb9HoOCxs,Fugees,Fu-Gee-La
hip-hop,https://www.youtube.com/watch?v=TNzWuEYQpFA,De La Soul,Eye Know
hip-hop,https://www.youtube.com/watch?v=4B_UYYPb-Gk,Run-D.M.C.,Walk This Way
hip-hop,https://www.youtube.com/watch?v=WHRnvjCkTsw,A Tribe Called Quest,Electric Relaxation
hip-hop,https://www.youtube.com/watch?v=cLnkQAeMbIM,Gorillaz,Dirty Harry
hip-hop,https://www.youtube.com/watch?v=sNPnbI1arSE,Eminem,My Name Is
hip-hop,https://www.youtube.com/watch?v=HLUX0y4EptA,Flobots,Handlebars
hip-hop,https://www.youtube.com/watch?v=l-O5IHVhWj0,Run-D.M.C.,It's Tricky
hip-hop,https://www.youtube.com/watch?v=U2waT9TxPU0,Flo Rida,Low
hip-hop,https://www.youtube.com/watch?v=mmo3HFa2vjg,Public Enemy,Fight the Power
hip-hop,,OutKast,Hey Ya
hip-hop,https://www.youtube.com/watch?v=rtczBseiAac,Black Eyed Peas,Hey Mama
hip-hop,https://www.youtube.com/watch?v=1plPyJdXKIY,Warren G,Regulate
hip-hop,https://www.youtube.com/watch?v=gWju37TZfo0,OutKast,Roses
hip-hop,https://www.youtube.com/watch?v=eXvBjCO19QY,2Pac,Changes
hip-hop,https://www.youtube.com/watch?v=lVehcuJXe6I,OutKast,B.O.B.
hip-hop,https://www.youtube.com/watch?v=mQvteoFiMlg,Eminem,The Way I Am
hip-hop,https://www.youtube.com/watch?v=Oz_-VaTHpc8,JAY-Z,Dirt Off Your Shoulder
hip-hop,https://www.youtube.com/watch?v=VDvr08sCPOc,Fort Minor,Remember the Name
hip-hop,https://www.youtube.com/watch?v=i-QadwBCqQw,Beastie Boys,Ch-Check It Out
hip-hop,https://www.youtube.com/watch?v=mQLv3LMvj9Q,Fort Minor,Petrified
hip-hop,https://www.youtube.com/watch?v=eMK4cfXj5c0,Cypress Hill,Hits from the Bong
hip-hop,https://www.youtube.com/watch?v=mXC3h95PtDY,N*E*R*D,She Wants to Move
hip-hop,https://www.youtube.com/watch?v=FPoKiGQzbSQ,Missy Elliott,Get Ur Freak On
hip-hop,https://www.youtube.com/watch?v=6EEW-9NDM5k,Akon,Lonely
hip-hop,https://www.youtube.com/watch?v=SRcnnId15BA,50 Cent,Candy Shop
hip-hop,https://www.youtube.com/watch?v=zSYDbpOuYUE,Twista,Overnight Celebrity
hip-hop,https://www.youtube.com/watch?v=rVqAdIMQZlk,RJD2,Ghostwriter
hip-hop,https://www.youtube.com/watch?v=_HKH7Emy1SY,Ciara,Like a Boy
hip-hop,https://www.youtube.com/watch?v=JhqyZeUlE8U,Beastie Boys,Sure Shot
hip-hop,https://www.youtube.com/watch?v=cjIvu7e6Wq8,Missy Elliott,Work It
hip-hop,https://www.youtube.com/watch?v=qTA0RuZoIxM,Aaliyah,Try Again
hip-hop,https://www.youtube.com/watch?v=pUBKcOZjX6g,Fort Minor,Kenji
hip-hop,https://www.youtube.com/watch?v=07Y0cy-nvAg,Beastie Boys,No Sleep Till Brooklyn
hip-hop,https://www.youtube.com/watch?v=UVtpXvzzXiA,Talib Kweli,Get By
indie,https://www.youtube.com/watch?v=0wrsZog8qXg,The Postal Service,Such Great Heights
indie,https://www.youtube.com/watch?v=Ijk4j-r7qPA,Franz Ferdinand,Take Me Out
indie,https://www.youtube.com/watch?v=fe4EK4HSPkI,MGMT,Kids
indie,https://www.youtube.com/watch?v=Y5fBdpreJiU,The Killers,Somebody Told Me
indie,https://www.youtube.com/watch?v=B9dSYgd5Elk,MGMT,Time to Pretend
indie,https://www.youtube.com/watch?v=GemKqzILV4w,Snow Patrol,Chasing Cars
indie,https://www.youtube.com/watch?v=gGdGFtwCNBE,The Killers,Mr. Brightside
indie,https://www.youtube.com/watch?v=3iV_1ESMHaI,Death Cab for Cutie,I Will Follow You Into The Dark
indie,https://www.youtube.com/watch?v=uizQVriWp8M,Death Cab for Cutie,Soul Meets Body
indie,https://www.youtube.com/watch?v=qObzgUfCl28,Kaiser Chiefs,Ruby
indie,https://www.youtube.com/watch?v=zYwCmcB0XMw,The Shins,New Slang
indie,https://www.youtube.com/watch?v=1uYWYWPc9HU,Radiohead,Karma Police
indie,https://www.youtube.com/watch?v=vdkmhquF60o,Bloc Party,Banquet
indie,https://www.youtube.com/watch?v=pK7egZaT3hs,Arctic Monkeys,I Bet You Look Good on the Dancefloor
indie,https://www.youtube.com/watch?v=MmZexg8sxyk,MGMT,Electric Feel
indie,https://www.youtube.com/watch?v=ff0oWESdmH0,The Killers,When You Were Young
indie,https://www.youtube.com/watch?v=fVUD2pvytQ4,The Kooks,Ooh La
indie,https://www.youtube.com/watch?v=jkaMiaRLgvY,The Kooks,Naive
indie,https://www.youtube.com/watch?v=AOBs8dU4Pb8,Snow Patrol,Run
indie,https://www.youtube.com/watch?v=XFkzRNyygfk,Radiohead,Creep
indie,https://www.youtube.com/watch?v=q-SJjFcnsGs,Klaxons,Golden Skans
indie,https://www.youtube.com/watch?v=OIRE6iw-ws4,Peter Bjorn and John,Young Folks
indie,https://www.youtube.com/watch?v=NcyQS7D2lFI,Modest Mouse,Float On
indie,https://www.youtube.com/watch?v=v1c2OfAzDTI,The Ting Tings,That's Not My Name
indie,https://www.youtube.com/watch?v=Oextk-If8HQ,Keane,Somewhere Only We Know
indie,https://www.youtube.com/watch?v=pquhYpGHrlw,The Kooks,She Moves in Her Own Way
indie,https://www.youtube.com/watch?v=oIIxlgcuQRU,Yeah Yeah Yeahs,Maps
indie,https://www.youtube.com/watch?v=ZAErD8xzjCM,The Killers,Smile Like You Mean It
indie,https://www.youtube.com/watch?v=SSbBvKaM6sk,Blur,Song 2
indie,https://www.youtube.com/watch?v=h_m-BjrxmgI,Plain White T's,Hey There Delilah
indie,https://www.youtube.com/watch?v=UYIAfiVGluk,Imogen Heap,Hide and Seek
indie,https://www.youtube.com/watch?v=sZTpLvsYYHw,The Killers,All These Things That I've Done
indie,https://www.youtube.com/watch?v=ma9I9VBKPiw,Arctic Monkeys,Fluorescent Adolescent
indie,https://www.youtube.com/watch?v=sEXHeTcxQy4,The Fratellis,Chelsea Dagger
indie,https://www.youtube.com/watch?v=0J2QdDbelmY,The White Stripes,Seven Nation Army
indie,https://www.youtube.com/watch?v=dO368WjwyFs,Arctic Monkeys,Mardy Bum
indie,https://www.youtube.com/watch?v=EqkBRVukQmE,Arctic Monkeys,When the Sun Goes Down
indie,https://www.youtube.com/watch?v=wigqKfLWjvM,Regina Spektor,Fidelity
indie,https://www.youtube.com/watch?v=O2IuJPh6h_A,Muse,Time Is Running Out
indie,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Coming Down
indie,https://www.youtube.com/watch?v=zc8hbSM1zVo,The Killers,Read My Mind
indie,https://www.youtube.com/watch?v=7_RZLAxsa8Q,The Kooks,Seaside
indie,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,Foster the People,Pumped Up Kicks
indie,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Charlie Conscience (feat. MMAIO)
indie,https://www.youtube.com/watch?v=1GezTDIb52Q,Juzhin,Railways
indie,https://www.youtube.com/watch?v=lU4ke34dKWo,Kaiser Chiefs,I Predict a Riot
indie,https://www.youtube.com/watch?v=lk5iMgG-WJI,Kasabian,Club Foot
indie,https://www.youtube.com/watch?v=2R6S5CJWlco,Bloc Party,Helicopter
indie,https://www.youtube.com/watch?v=b8-tXG8KrWs,The Strokes,Reptilia
indie,https://www.youtube.com/watch?v=RGv4PRqYqK4,Juzhin,Tupona
indie,https://www.youtube.com/watch?v=jMMkP_ofpXg,Yeah Yeah Yeahs,Gold Lion
indie,https://www.youtube.com/watch?v=1lyu1KKwC74,The Verve,Bitter Sweet Symphony
indie,https://www.youtube.com/watch?v=RF0HhrwIwp0,Kings of Leon,Sex on Fire
indie,https://www.youtube.com/watch?v=1OJRRUnY--A,Franz Ferdinand,Do You Want To
indie,https://www.youtube.com/watch?v=fHiGbolFFGw,Radiohead,Paranoid Android
indie,https://www.youtube.com/watch?v=Mnd0j8QwQI4,Juzhin,Sakhalin
indie,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,3 Simple Minutes
indie,https://www.youtube.com/watch?v=tolm-07if3c,The Ting Tings,Shut Up and Let Me Go
indie,https://www.youtube.com/watch?v=1BuyflH5fh8,Vampire Weekend,Exit Music (for a Film)
indie,https://www.youtube.com/watch?v=siO6dkqidc4,The Smiths,There Is a Light That Never Goes Out
indie,https://www.youtube.com/watch?v=YgSPaXgAdzE,Beck,Loser
indie,https://www.youtube.com/watch?v=RIZdjT1472Y,The Killers,Human
indie,https://www.youtube.com/watch?v=dkpgz3uQ58U,Interpol,Evil
indie,https://www.youtube.com/watch?v=iWOyfLBYtuU,Florence + the Machine,Dog Days Are Over
indie,https://www.youtube.com/watch?v=4BJDNw7o6so,Phoenix,Lisztomania
indie,https://www.youtube.com/watch?v=VvdzKHhgANA,Frou Frou,Let Go
indie,https://www.youtube.com/watch?v=xAkg4cwJp1Y,Kaiser Chiefs,Everyday I Love You Less and Less
indie,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Lost Sense
indie,https://www.youtube.com/watch?v=Zx4Hjq6KwO0,Keane,Everybody's Changing
indie,https://www.youtube.com/watch?v=gnhXHvRoUd0,Kings of Leon,Use Somebody
indie,https://www.youtube.com/watch?v=bx1Bh8ZvH84,Oasis,Wonderwall
indie,https://www.youtube.com/watch?v=xUBYzpCNQ1I,Bright Eyes,First Day of My Life
indie,https://www.youtube.com/watch?v=25xNOeXvQLY,Arctic Monkeys,Dancing Shoes
indie,https://www.youtube.com/watch?v=6VG6gIvcjU8,Pixies,Where Is My Mind?
indie,https://www.youtube.com/watch?v=5xRVm-JX5Rk,Editors,Munich
indie,https://www.youtube.com/watch?v=ePg1tbia9Bg,Arctic Monkeys,Fake Tales of San Francisco
indie,,The Arcade Fire,Rebellion (Lies)
indie,https://www.youtube.com/watch?v=PwB56IYDfWs,Sia,Breathe Me
indie,https://www.youtube.com/watch?v=LzPplBE75tQ,Franz Ferdinand,This Fire
indie,https://www.youtube.com/watch?v=yInB2qWMs6k,Feist,Mushaboom
indie,https://www.youtube.com/watch?v=wh_-IoHD6oM,The Kooks,Always Where I Need to Be
indie,https://www.youtube.com/watch?v=cjVQ36NhbMk,The Fray,How to Save a Life
indie,https://www.youtube.com/watch?v=FH6wpO66J4k,The Ting Tings,Great DJ
indie,https://www.youtube.com/watch?v=BfBT1D04SoE,The Killers,Jenny Was a Friend of Mine
indie,https://www.youtube.com/watch?v=V9NhncU5_CE,Razorlight,America
indie,https://www.youtube.com/watch?v=-oRlpGyI1rg,Bloc Party,This Modern Love
indie,https://www.youtube.com/watch?v=fk1Q9y6VVy0,Snow Patrol,Open Your Eyes
indie,https://www.youtube.com/watch?v=nNX-mqnMtjU,Giina Gomez,Feat Sax & Moryson (Meine Liebe)
indie,https://www.youtube.com/watch?v=Dz5s5C6sAt0,Bon Iver,Skinny Love
indie,https://www.youtube.com/watch?v=u5CVsCnxyXg,Radiohead,No Surprises
indie,https://www.youtube.com/watch?v=auzfTPp4moA,Yeah Yeah Yeahs,Heads Will Roll
indie,https://www.youtube.com/watch?v=PeQAZsyucbQ,Arctic Monkeys,The View from the Afternoon
indie,https://www.youtube.com/watch?v=pT68FS3YbQ4,The Strokes,You Only Live Once
indie,https://www.youtube.com/watch?v=7mbmVG5fN6E,The Killers,Mr Brightside
indie,https://www.youtube.com/watch?v=penvn9VL32Y,Modest Mouse,Dashboard
indie,https://www.youtube.com/watch?v=o1oKBbReaOs,The Fratellis,Whistle for the Choir
indie,https://www.youtube.com/watch?v=55FMOJMhV9s,Stars,Your Ex-Lover Is Dead
indie,https://www.youtube.com/watch?v=APW_PueCbds,Juzhin,Wonderful
indie,https://www.youtube.com/watch?v=UqMbZY_iv6E,The Shins,Caring Is Creepy
indie,https://www.youtube.com/watch?v=ZTJ-Ir8kfqk,The Strokes,Someday
jazz,https://www.youtube.com/watch?v=N9q-lCliRLw,Mary Juane Clair,Black Coffee
jazz,,Mary Juane Clair,Quiet Nights Of Quiet Stars
jazz,https://www.youtube.com/watch?v=KNqhn7TUe_Y,Mary Juane Clair,The Boy From Ipanema
jazz,https://www.youtube.com/watch?v=qxbOWQ8exlY,Mary Juane Clair,Blue Moon
jazz,https://www.youtube.com/watch?v=rS-OoN6YN8I,Mary Juane Clair,Off Key (Desafinado)
jazz,https://www.youtube.com/watch?v=zqNTltOGh5c,Miles Davis,So What
jazz,https://www.youtube.com/watch?v=A3yCcXgbKrE,Louis Armstrong,What a Wonderful World
jazz,,Mary Juane Clair,Body And Soul
jazz,https://www.youtube.com/watch?v=ryA6eHZNnXY,The Dave Brubeck Quartet,Take Five
jazz,https://www.youtube.com/watch?v=PHdU5sHigYQ,Dave Brubeck,Take Five
jazz,https://www.youtube.com/watch?v=tO4dxvguQDk,Norah Jones,Don't Know Why
jazz,https://www.youtube.com/watch?v=BNMKGYiJpvg,Nina Simone,Feeling Good
jazz,https://www.youtube.com/watch?v=KUmZp8pR1uc,Amy Winehouse,Rehab
jazz,https://www.youtube.com/watch?v=v0Y3Q6n1Y1g,Mary Juane Clair,Dream A Little Dream Of Me
jazz,https://www.youtube.com/watch?v=PoPL7BExSQU,Miles Davis,Blue in Green
jazz,https://www.youtube.com/watch?v=uSiHqxgE2d0,Ray Charles,Hit the Road Jack
jazz,https://www.youtube.com/watch?v=TJAfLE39ZZ8,Amy Winehouse,Back to Black
jazz,https://www.youtube.com/watch?v=lbjZPFBD6JU,Norah Jones,Come Away with Me
jazz,https://www.youtube.com/watch?v=rFuHKvEuFbU,Miles Davis,All Blues
jazz,https://www.youtube.com/watch?v=ULYiuKN0Afg,Nina Simone,My Baby Just Cares for Me
jazz,https://www.youtube.com/watch?v=b-I2s5zRbHg,Amy Winehouse,You Know I'm No Good
jazz,https://www.youtube.com/watch?v=RPfFhfSuUZ4,Miles Davis,Freddie Freeloader
jazz,https://www.youtube.com/watch?v=JGb5IweiYG8,Peggy Lee,Fever
jazz,https://www.youtube.com/watch?v=HT_Zs5FKDZE,John Coltrane,Blue Train
jazz,https://www.youtube.com/watch?v=F3W_alUuFkA,Miles Davis,Flamenco Sketches
jazz,https://www.youtube.com/watch?v=fd02pGJx0s0,Norah Jones,Sunrise
jazz,https://www.youtube.com/watch?v=Edwsf-8F3sI,Michael Bublé,Feeling Good
jazz,https://www.youtube.com/watch?v=8B1oIXGX0Io,Herbie Hancock,Cantaloupe Island
jazz,https://www.youtube.com/watch?v=i-hAJcXqYms,Herbie Hancock,Watermelon Man
jazz,https://www.youtube.com/watch?v=RXpfCnxRqfY,Madeleine Peyroux,Dance Me to the End of Love
jazz,https://www.youtube.com/watch?v=rqpriUFsMQQ,John Coltrane,My Favorite Things
jazz,https://www.youtube.com/watch?v=QH3Fx41Jpl4,Nina Simone,Sinnerman
jazz,https://www.youtube.com/watch?v=0jQN54n0lkc,Norah Jones,Turn Me On
jazz,https://www.youtube.com/watch?v=2UppUCB5V-w,Nina Simone,I Put a Spell on You
jazz,https://www.youtube.com/watch?v=DXg6UB9Qk0o,Julie London,Cry Me a River
jazz,https://www.youtube.com/watch?v=3q1IDFmE1Qk,Glenn Miller,In the Mood
jazz,https://www.youtube.com/watch?v=mQR0bXO_yI8,Frank Sinatra,Fly Me to the Moon
jazz,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Charlie Conscience (feat. MMAIO)
jazz,https://www.youtube.com/watch?v=1GezTDIb52Q,Juzhin,Railways
jazz,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Coming Down
jazz,https://www.youtube.com/watch?v=1qJU8G7gR_g,Etta James,At Last
jazz,https://www.youtube.com/watch?v=RGv4PRqYqK4,Juzhin,Tupona
jazz,https://www.youtube.com/watch?v=Mnd0j8QwQI4,Juzhin,Sakhalin
jazz,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Lost Sense
jazz,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,3 Simple Minutes
jazz,https://www.youtube.com/watch?v=gwWZDWsuO04,G.M.Orchestra,Beat Tick Music (live)
jazz,https://www.youtube.com/watch?v=qQzdAsjWGPg,Frank Sinatra,My Way
jazz,https://www.youtube.com/watch?v=yFC_yO0eTo8,Sax & Moryson,Lovely World Dies 2011 (Live Voice-Version)
jazz,https://www.youtube.com/watch?v=EfNWAboguJQ,Louis Armstrong,La vie en rose
jazz,https://www.youtube.com/watch?v=GaF-bu_0RG8,John Coltrane,Giant Steps
jazz,https://www.youtube.com/watch?v=EZzd4Ym99zc,Sax & Moryson,Blue Dream
jazz,https://www.youtube.com/watch?v=CpB7-8SGlJ0,Cannonball Adderley,Autumn Leaves
jazz,https://www.youtube.com/watch?v=-yg7aZpIXRI,Thelonious Monk,'Round Midnight
jazz,https://www.youtube.com/watch?v=vDN5rG3wLa4,Nat King Cole,Unforgettable
jazz,https://www.youtube.com/watch?v=ojdbDYahiCQ,Amy Winehouse,Tears Dry on Their Own
jazz,https://www.youtube.com/watch?v=l5TgbuNXk_I,Diana Krall,The Look of Love
jazz,https://www.youtube.com/watch?v=4TYv2PhG89A,Sade,Smooth Operator
jazz,https://www.youtube.com/watch?v=S-lHrDPjGfQ,Louis Armstrong,Mack the Knife
jazz,https://www.youtube.com/watch?v=APW_PueCbds,Juzhin,Wonderful
jazz,https://www.youtube.com/watch?v=27398omqBGM,Chet Baker,My Funny Valentine
jazz,https://www.youtube.com/watch?v=WYRrIBqKsJ4,Herbie Hancock,Chameleon
jazz,https://www.youtube.com/watch?v=o_lpaBMjP90,G.M.Orchestra,We Are Free (Live)
jazz,https://www.youtube.com/watch?v=fRgWBN8yt_E,Ray Charles,Georgia On My Mind
jazz,https://www.youtube.com/watch?v=lbSOLBMUvIE,Michael Bublé,Home
jazz,https://www.youtube.com/watch?v=huDfbP8py6E,Sax & Moryson,The Snowblues
jazz,https://www.youtube.com/watch?v=GEQpipS_qfc,Nina Simone,Love Me or Leave Me
jazz,https://www.youtube.com/watch?v=fHUrGFaL7g8,Norah Jones,I've Got to See You Again
jazz,https://www.youtube.com/watch?v=C1AHec7sfZ8,Frank Sinatra,I've Got You Under My Skin
jazz,https://www.youtube.com/watch?v=mu_7dcX5Cb4,John Coltrane,Naima
jazz,https://www.youtube.com/watch?v=0mO92ll_q0k,Billie Holiday,Strange Fruit
jazz,https://www.youtube.com/watch?v=fsJ3JjpZyoA,Art Blakey & The Jazz Messengers,Moanin'
jazz,https://www.youtube.com/watch?v=bSoCTkYVMQg,Sax & Moryson,Warm Summer Rain (Livesession)
jazz,https://www.youtube.com/watch?v=muOpokalL0s,Diana Krall,Let's Fall In Love
jazz,https://www.youtube.com/watch?v=h4stmQUlNhQ,Madeleine Peyroux,Don't Wait Too Long
jazz,https://www.youtube.com/watch?v=Beq04AHbdzM,Melody Gardot,Worrisome Heart
jazz,https://www.youtube.com/watch?v=bHVirT25GQA,Diana Krall,I've Got You Under My Skin
jazz,https://www.youtube.com/watch?v=ZwAERaRUsp0,Frank Sinatra,Strangers in the Night
jazz,https://www.youtube.com/watch?v=nMO5Ko_77Hk,Amy Winehouse,Love Is a Losing Game
jazz,https://www.youtube.com/watch?v=fHjZQb-kGek,Louis Armstrong,A Kiss to Build a Dream On
jazz,https://www.youtube.com/watch?v=mKf1x3CALAE,Horace Silver,Song For My Father
jazz,https://www.youtube.com/watch?v=iOcc5eEtkTM,Juzhin,Squat
jazz,https://www.youtube.com/watch?v=6lFxGBB4UGU,Van Morrison,Moondance
jazz,https://www.youtube.com/watch?v=rrPUJsZQSkw,Katie Melua,Nine Million Bicycles
jazz,https://www.youtube.com/watch?v=b86NrCt4ubE,Norah Jones,Shoot the Moon
jazz,https://www.youtube.com/watch?v=oXfBkZLwKY0,Norah Jones,Feelin' the Same Way
jazz,https://www.youtube.com/watch?v=enyvojvkVas,Norah Jones,Seven Years
jazz,https://www.youtube.com/watch?v=_gWxVc1XE3E,Norah Jones,Cold Cold Heart
jazz,,Juzhin,Flunk-Down (Juzhin Remix)
jazz,https://www.youtube.com/watch?v=u2bigf337aU,Ella Fitzgerald,Summertime
jazz,https://www.youtube.com/watch?v=l_Z8GbpCXkU,SexyPhone,Erotic Wonderland
jazz,https://www.youtube.com/watch?v=rjOhZZyn30k,Corinne Bailey Rae,Put Your Records On
jazz,https://www.youtube.com/watch?v=hwmRQ0PBtXU,Herbie Hancock,Maiden Voyage
jazz,https://www.youtube.com/watch?v=JErVP6xLZwg,Nat King Cole,L-O-V-E
jazz,https://www.youtube.com/watch?v=ZogFG0shE9o,SexyPhone,SexyPhone Tamboris Romantico I - (Live)
jazz,https://www.youtube.com/watch?v=soMQ4wQ8-3s,Michael Bublé,Everything
jazz,https://www.youtube.com/watch?v=CWWO_VcdnHY,Charles Mingus,Goodbye Pork Pie Hat
jazz,https://www.youtube.com/watch?v=6QImCMjW-PM,St. Germain,Rose Rouge
jazz,https://www.youtube.com/watch?v=eXYvklsZ0Z4,Norah Jones,Lonestar
jazz,https://www.youtube.com/watch?v=qJi03NqXfk8,Lee Morgan,The Sidewinder
jazz,https://www.youtube.com/watch?v=qvuyYj5ROmk,Gabriella Cilmi,Sweet About Me
reggae,https://www.youtube.com/watch?v=69RdQFDuYPI,Bob Marley & The Wailers,Is This Love
reggae,https://www.youtube.com/watch?v=Mtw_auJITlg,Matisyahu,King Without a Crown
reggae,https://www.youtube.com/watch?v=g3U6YQiIHc0,Bob Marley & The Wailers,Three Little Birds
reggae,https://www.youtube.com/watch?v=CB4pQi8bObM,Bob Marley & The Wailers,Redemption Song
reggae,https://www.youtube.com/watch?v=HGIkImLf11o,Bob Marley & The Wailers,Could You Be Loved
reggae,https://www.youtube.com/watch?v=uHZXvtfFzdE,Bob Marley,Sun Is Shining
reggae,https://www.youtube.com/watch?v=O0NentNBRlQ,Bob Marley,One Love
reggae,https://www.youtube.com/watch?v=b1D-gsZYsPI,Bob Marley & The Wailers,Jamming
reggae,https://www.youtube.com/watch?v=zXt56MB-3vc,UB40,Red Red Wine
reggae,https://www.youtube.com/watch?v=mcTKcMzembk,Bob Marley,No Woman No Cry
reggae,https://www.youtube.com/watch?v=uMUQMSXLlHM,Bob Marley & The Wailers,Buffalo Soldier
reggae,https://www.youtube.com/watch?v=ER51ZvTHNpM,Peter Tosh,Legalize It
reggae,https://www.youtube.com/watch?v=S3UqvWk8-uw,Bob Marley,Stir It Up
reggae,https://www.youtube.com/watch?v=fUNTk5xsxk4,10cc,Dreadlock Holiday
reggae,https://www.youtube.com/watch?v=a1Luyo5Q-3c,Bob Marley,Iron Lion Zion
reggae,https://www.youtube.com/watch?v=oFRbZJXjWIA,Bob Marley,Jamming
